Delivery_Surcharge_Amount,Actual_Delivery_Time_Minutes,Delivery_Distance_km,Outlet_Location_Type,Item_Weight_kg,Weather_Condition,Day_of_Week,Time_of_Day_Peak,Realtime_Courier_Availability,Local_Order_Volume
31.24,68.8,14.68,Tier 3,7.91,Clear,Thursday,Morning Peak,45,139
40.21,67.1,18.32,Tier 1,10.36,Clear,Monday,Dinner Peak,40,225
114.39,44.0,8.81,Tier 1,6.77,Clear,Sunday,Dinner Peak,20,141
23.27,34.0,10.48,Tier 2,5.23,Heavy Snow,Friday,Dinner Peak,41,397
78.21,86.5,17.12,Tier 3,1.54,Rain,Wednesday,Morning Peak,26,75
94.98,85.6,6.02,Tier 2,16.28,Clear,Monday,Afternoon,41,370
110.19,47.1,3.03,Tier 1,0.98,Heavy Snow,Monday,Morning Peak,49,14
14.78,81.3,2.06,Tier 2,4.47,Clear,Sunday,Afternoon,13,61
83.66,61.2,8.36,Tier 1,8.45,Rain,Monday,Afternoon,53,230
82.52,94.3,9.94,Tier 2,1.82,Rain,Monday,Morning Peak,34,330
58.94,87.5,4.53,Tier 3,5.43,Clear,Tuesday,Morning Peak,32,252
120.62,21.3,12.24,Tier 2,5.01,Clear,Wednesday,Afternoon,56,45
96.51,29.5,1.21,Tier 1,3.66,Clear,Friday,Morning Peak,34,95
56.28,74.0,9.44,Tier 1,13.14,Clear,Sunday,Off-Peak,33,380
69.16,75.2,8.6,Tier 2,0.9,Clear,Saturday,Afternoon,37,286
48.39,27.5,5.53,Tier 3,5.92,Fog,Wednesday,Dinner Peak,4,398
94.69,60.3,17.25,Tier 1,7.84,Clear,Thursday,Off-Peak,7,496
42.07,92.9,11.1,Tier 1,5.67,Clear,Saturday,Dinner Peak,45,348
87.06,57.9,4.81,Tier 3,6.08,Rain,Thursday,Off-Peak,3,15
89.04,84.8,8.58,Tier 1,4.36,Clear,Saturday,Dinner Peak,13,310
42.23,40.4,6.45,Tier 1,13.79,Clear,Thursday,Morning Peak,28,276
51.97,59.0,19.22,Tier 2,12.7,Clear,Wednesday,Morning Peak,24,238
66.05,32.5,5.29,Tier 1,6.63,Clear,Sunday,Off-Peak,3,358
77.19,67.9,2.78,Tier 1,8.6,Clear,Saturday,Morning Peak,16,271
90.88,44.7,8.04,Tier 2,7.25,Clear,Thursday,Morning Peak,35,478
80.33,32.4,16.24,Tier 3,5.28,Clear,Sunday,Off-Peak,36,459
79.83,70.4,6.34,Tier 1,12.25,Rain,Friday,Dinner Peak,22,170
81.21,68.3,15.97,Tier 1,8.7,Clear,Friday,Afternoon,4,229
42.41,79.0,13.64,Tier 3,8.2,Rain,Wednesday,Afternoon,42,173
64.19,58.8,0.5,Tier 1,6.39,Clear,Friday,Afternoon,53,277
99.37,59.2,3.27,Tier 3,1.41,Rain,Tuesday,Morning Peak,11,258
120.8,28.7,20.49,Tier 1,3.52,Clear,Friday,Afternoon,28,220
11.87,45.1,6.11,Tier 1,8.45,Fog,Thursday,Afternoon,38,485
33.07,37.8,9.42,Tier 1,2.2,Rain,Wednesday,Afternoon,53,417
108.29,25.3,18.61,Tier 3,6.43,Clear,Wednesday,Dinner Peak,36,295
23.49,37.9,10.96,Tier 1,4.0,Rain,Thursday,Morning Peak,15,485
98.86,87.5,11.36,Tier 1,1.09,Clear,Friday,Afternoon,29,416
86.95,79.2,12.55,Tier 1,11.16,Rain,Friday,Morning Peak,50,143
113.33,37.4,5.64,Tier 2,14.0,Heavy Snow,Monday,Afternoon,16,210
64.38,69.2,11.14,Tier 1,4.41,Rain,Saturday,Morning Peak,54,92
44.8,85.2,10.61,Tier 1,15.24,Clear,Friday,Off-Peak,13,400
31.52,53.5,13.21,Tier 2,4.79,Clear,Tuesday,Dinner Peak,54,167
29.0,76.2,10.9,Tier 1,3.36,Clear,Sunday,Morning Peak,51,134
67.25,40.3,5.29,Tier 1,12.37,Rain,Wednesday,Morning Peak,53,262
38.62,28.0,11.67,Tier 2,8.1,Clear,Monday,Dinner Peak,36,300
92.75,40.3,16.17,Tier 2,8.19,Clear,Monday,Morning Peak,49,242
69.72,92.7,11.68,Tier 1,8.32,Clear,Saturday,Morning Peak,45,406
58.3,37.6,2.9,Tier 1,6.11,Fog,Monday,Dinner Peak,43,92
26.61,33.8,17.43,Tier 2,6.97,Clear,Friday,Afternoon,17,129
93.14,51.9,12.98,Tier 2,12.54,Clear,Saturday,Off-Peak,37,75
96.64,28.1,4.56,Tier 1,11.15,Clear,Thursday,Afternoon,38,195
64.17,33.7,20.28,Tier 1,12.99,Clear,Friday,Afternoon,14,9
48.95,84.9,3.05,Tier 3,2.75,Clear,Saturday,Off-Peak,51,164
49.39,20.4,18.53,Tier 2,4.45,Clear,Monday,Morning Peak,21,83
82.35,75.3,18.38,Tier 2,2.2,Clear,Sunday,Afternoon,13,415
98.53,52.3,4.59,Tier 1,6.56,Clear,Monday,Morning Peak,11,446
16.38,28.9,7.69,Tier 2,11.98,Rain,Wednesday,Afternoon,53,77
20.87,84.6,3.11,Tier 2,9.71,Clear,Tuesday,Afternoon,24,174
35.36,76.5,17.82,Tier 1,8.08,Fog,Friday,Morning Peak,45,402
89.14,47.0,21.99,Tier 2,9.21,Heavy Snow,Thursday,Dinner Peak,44,206
65.46,17.5,18.68,Tier 2,4.89,Clear,Saturday,Morning Peak,11,227
56.19,39.6,12.76,Tier 1,4.24,Rain,Thursday,Afternoon,31,405
9.52,30.4,6.66,Tier 1,9.17,Clear,Sunday,Morning Peak,55,173
41.81,29.0,7.07,Tier 1,10.27,Rain,Tuesday,Morning Peak,25,65
90.67,62.6,3.04,Tier 3,0.37,Clear,Sunday,Dinner Peak,26,230
69.65,28.7,13.57,Tier 1,7.37,Rain,Thursday,Afternoon,54,311
16.55,46.9,12.12,Tier 2,2.77,Fog,Tuesday,Dinner Peak,24,129
104.62,26.4,4.54,Tier 1,0.51,Clear,Tuesday,Dinner Peak,38,308
62.13,25.2,5.83,Tier 3,4.57,Clear,Saturday,Morning Peak,57,83
24.87,78.9,11.85,Tier 2,8.34,Heavy Snow,Saturday,Afternoon,11,105
60.8,25.2,7.05,Tier 1,10.53,Rain,Wednesday,Afternoon,14,152
82.3,71.1,9.21,Tier 2,11.15,Clear,Wednesday,Off-Peak,47,301
37.74,71.3,13.79,Tier 1,4.11,Clear,Saturday,Afternoon,22,290
36.7,74.2,6.7,Tier 2,9.82,Clear,Friday,Afternoon,22,169
60.18,67.7,0.9,Tier 2,2.13,Clear,Tuesday,Afternoon,18,29
53.08,28.9,9.17,Tier 2,11.21,Clear,Wednesday,Dinner Peak,55,257
104.31,78.1,11.19,Tier 1,9.4,Clear,Saturday,Dinner Peak,27,146
42.15,76.5,1.84,Tier 2,6.67,Fog,Tuesday,Morning Peak,35,288
97.08,92.1,10.8,Tier 2,14.27,Heavy Snow,Tuesday,Off-Peak,3,182
70.18,67.1,13.24,Tier 1,5.13,Clear,Sunday,Afternoon,26,91
83.37,79.9,20.02,Tier 1,3.51,Clear,Tuesday,Off-Peak,56,115
85.25,70.6,10.93,Tier 2,3.45,Clear,Friday,Afternoon,18,224
24.17,81.1,3.77,Tier 2,13.31,Heavy Snow,Thursday,Afternoon,18,36
28.7,75.9,10.18,Tier 1,3.89,Rain,Wednesday,Afternoon,55,49
121.87,18.5,7.61,Tier 1,11.14,Fog,Monday,Off-Peak,33,429
39.02,50.0,10.12,Tier 1,8.79,Rain,Tuesday,Dinner Peak,37,11
45.69,40.2,5.33,Tier 2,4.55,Rain,Tuesday,Afternoon,54,492
50.08,50.8,7.39,Tier 2,9.8,Rain,Sunday,Afternoon,39,225
85.93,20.2,5.87,Tier 1,6.58,Clear,Thursday,Afternoon,18,416
110.16,42.7,11.12,Tier 1,10.71,Clear,Thursday,Afternoon,18,495
17.47,52.4,5.6,Tier 1,8.88,Rain,Saturday,Off-Peak,16,482
64.84,66.2,5.83,Tier 1,1.84,Fog,Sunday,Afternoon,10,28
89.22,23.1,1.67,Tier 1,12.82,Clear,Saturday,Afternoon,3,43
76.31,15.3,4.25,Tier 2,11.36,Clear,Tuesday,Morning Peak,14,408
32.07,82.6,17.33,Tier 1,9.88,Heavy Snow,Friday,Dinner Peak,9,169
23.06,66.0,11.4,Tier 1,12.37,Clear,Monday,Afternoon,31,45
71.27,67.6,20.21,Tier 2,6.07,Fog,Tuesday,Dinner Peak,23,208
41.05,51.9,6.39,Tier 1,2.53,Clear,Wednesday,Afternoon,20,146
89.66,25.6,2.79,Tier 2,9.65,Rain,Sunday,Afternoon,53,5
95.64,73.4,8.26,Tier 1,11.55,Clear,Friday,Dinner Peak,8,411
86.04,41.1,8.15,Tier 1,9.8,Clear,Saturday,Afternoon,27,47
103.5,80.6,16.54,Tier 2,11.83,Clear,Sunday,Dinner Peak,17,421
38.23,56.1,6.27,Tier 1,8.31,Clear,Sunday,Morning Peak,3,223
132.09,80.9,7.92,Tier 1,3.01,Clear,Wednesday,Dinner Peak,26,121
100.86,73.2,7.94,Tier 1,8.94,Heavy Snow,Monday,Dinner Peak,40,190
91.16,32.8,15.96,Tier 1,1.58,Rain,Wednesday,Morning Peak,54,383
50.94,67.9,9.53,Tier 2,4.76,Clear,Friday,Morning Peak,29,326
109.73,77.8,17.09,Tier 1,6.95,Clear,Thursday,Afternoon,23,56
85.93,67.5,1.47,Tier 1,14.72,Clear,Thursday,Off-Peak,24,232
97.56,52.9,1.24,Tier 2,3.65,Clear,Monday,Dinner Peak,17,227
86.16,45.9,12.93,Tier 2,3.45,Clear,Wednesday,Dinner Peak,11,133
107.41,84.9,4.58,Tier 1,3.76,Rain,Saturday,Afternoon,34,480
100.52,56.3,11.48,Tier 1,2.26,Rain,Saturday,Afternoon,45,176
109.42,79.3,2.29,Tier 2,13.05,Rain,Monday,Dinner Peak,19,307
69.98,48.9,1.63,Tier 1,2.51,Clear,Tuesday,Morning Peak,9,119
33.02,58.4,11.09,Tier 3,2.44,Fog,Wednesday,Afternoon,20,140
93.92,79.5,17.28,Tier 1,9.47,Heavy Snow,Wednesday,Off-Peak,48,148
69.2,93.5,20.14,Tier 2,4.27,Fog,Tuesday,Afternoon,27,468
17.97,17.9,6.42,Tier 2,12.79,Clear,Thursday,Afternoon,36,285
21.91,61.8,7.58,Tier 1,11.78,Clear,Tuesday,Morning Peak,17,283
50.77,80.2,15.73,Tier 1,5.34,Clear,Thursday,Dinner Peak,34,454
16.07,61.8,7.66,Tier 1,6.77,Rain,Monday,Dinner Peak,53,362
34.0,50.2,15.0,Tier 1,0.8,Clear,Saturday,Morning Peak,2,442
91.96,73.0,6.86,Tier 1,8.71,Rain,Monday,Afternoon,44,202
26.17,65.5,10.89,Tier 2,0.62,Clear,Sunday,Afternoon,32,476
27.37,67.0,18.65,Tier 2,13.52,Rain,Sunday,Afternoon,39,483
68.52,36.2,3.13,Tier 1,9.22,Rain,Monday,Off-Peak,43,64
67.18,43.1,11.17,Tier 1,2.35,Clear,Sunday,Dinner Peak,53,374
113.0,65.6,5.45,Tier 1,10.96,Clear,Wednesday,Afternoon,27,195
99.23,72.8,11.5,Tier 1,12.44,Rain,Friday,Morning Peak,47,406
79.32,32.0,6.78,Tier 1,3.0,Rain,Friday,Dinner Peak,18,83
47.34,15.0,3.63,Tier 1,0.32,Fog,Tuesday,Morning Peak,23,23
70.37,83.0,10.46,Tier 2,10.8,Rain,Tuesday,Morning Peak,57,382
80.88,35.0,6.14,Tier 2,1.07,Clear,Friday,Dinner Peak,22,467
81.94,81.1,18.29,Tier 2,11.82,Rain,Thursday,Off-Peak,12,52
78.28,72.7,18.58,Tier 1,6.94,Clear,Sunday,Afternoon,7,283
91.69,69.7,8.56,Tier 1,4.63,Clear,Thursday,Off-Peak,29,266
88.81,74.4,17.05,Tier 1,9.79,Rain,Tuesday,Afternoon,9,487
14.99,90.9,10.03,Tier 1,5.87,Fog,Sunday,Afternoon,35,192
94.12,56.6,2.47,Tier 3,13.24,Rain,Sunday,Dinner Peak,10,98
90.66,78.3,13.6,Tier 1,1.77,Clear,Monday,Afternoon,24,480
31.23,15.5,14.55,Tier 1,5.29,,Wednesday,Morning Peak,34,218
75.15,74.1,18.05,Tier 1,1.35,Clear,Wednesday,Morning Peak,14,62
72.22,29.2,18.58,Tier 1,0.48,Clear,Sunday,Afternoon,22,238
44.24,83.0,4.0,Tier 1,7.03,Clear,Thursday,Afternoon,17,69
24.19,43.8,3.52,Tier 1,1.83,Rain,Wednesday,Off-Peak,3,354
51.18,46.6,5.93,Tier 2,3.26,Clear,Sunday,Afternoon,22,334
38.73,22.8,16.03,Tier 2,0.49,Heavy Snow,Tuesday,Dinner Peak,6,419
110.89,39.5,18.54,Tier 1,8.62,Rain,Saturday,Morning Peak,47,448
81.78,36.3,16.94,Tier 1,2.32,Rain,Sunday,Afternoon,25,211
82.1,70.2,14.69,Tier 2,2.76,Clear,Friday,Afternoon,50,330
95.7,61.3,4.48,Tier 2,10.86,Rain,Tuesday,Morning Peak,27,291
72.0,50.4,7.55,Tier 2,13.16,Fog,Sunday,Morning Peak,14,203
27.67,51.4,1.41,Tier 1,3.68,Clear,Saturday,Afternoon,59,261
116.47,48.0,6.41,Tier 1,10.71,Fog,Tuesday,Afternoon,6,429
44.34,81.0,3.16,Tier 3,5.17,Rain,Tuesday,Morning Peak,43,333
11.78,20.9,15.46,Tier 1,10.16,Fog,Friday,Morning Peak,37,437
129.36,67.6,5.73,Tier 2,0.44,Rain,Monday,Dinner Peak,13,98
25.02,47.6,7.52,Tier 2,0.61,Clear,Monday,Afternoon,19,244
67.37,32.5,14.09,Tier 3,12.5,Fog,Tuesday,Off-Peak,15,413
71.78,84.3,6.0,Tier 3,1.77,Heavy Snow,Thursday,Morning Peak,25,76
13.91,22.3,12.84,Tier 1,6.51,Clear,Sunday,Afternoon,30,143
95.78,42.6,12.07,Tier 1,14.3,Clear,Monday,Afternoon,58,64
22.96,83.5,17.4,Tier 1,3.35,Clear,Tuesday,Morning Peak,34,374
73.81,97.9,9.77,Tier 1,4.65,Clear,Monday,Off-Peak,24,330
97.39,56.7,13.71,Tier 1,6.5,Clear,Wednesday,Off-Peak,39,445
116.29,56.0,6.71,Tier 1,1.51,Clear,Wednesday,Off-Peak,8,363
40.94,73.3,14.73,Tier 1,14.24,Clear,Sunday,Off-Peak,56,9
34.55,31.6,0.91,Tier 1,9.52,Rain,Saturday,Morning Peak,53,226
59.78,30.9,12.52,Tier 1,1.0,Clear,Saturday,Afternoon,48,212
34.47,85.6,18.05,Tier 1,14.29,Rain,Monday,Afternoon,59,194
118.53,58.0,3.09,Tier 1,9.78,Clear,Wednesday,Afternoon,2,178
116.84,64.8,2.15,Tier 3,5.25,Clear,Tuesday,Off-Peak,25,11
23.8,14.3,1.81,Tier 1,7.56,Clear,Thursday,Morning Peak,43,67
97.61,68.5,4.35,Tier 2,15.81,Clear,Wednesday,Morning Peak,26,298
93.23,21.9,13.97,Tier 2,7.41,Clear,Saturday,Morning Peak,9,172
72.64,49.9,16.13,Tier 1,4.87,Rain,Thursday,Morning Peak,59,164
87.53,48.7,6.05,Tier 1,1.44,Clear,Thursday,Afternoon,22,55
35.1,94.9,8.41,Tier 2,12.66,Clear,Wednesday,Morning Peak,41,363
53.66,21.7,5.03,Tier 1,6.51,Fog,Sunday,Morning Peak,20,399
101.76,37.6,17.33,Tier 2,5.8,Rain,Tuesday,Afternoon,52,420
103.0,27.8,10.07,Tier 1,7.33,Clear,Saturday,Afternoon,14,343
33.33,31.8,14.63,Tier 2,3.36,Clear,Thursday,Afternoon,19,42
38.91,14.7,15.4,Tier 1,11.21,Clear,Sunday,Dinner Peak,23,253
122.91,51.7,7.28,Tier 1,14.47,Rain,Friday,Dinner Peak,25,40
97.95,39.9,7.37,Tier 1,6.78,Clear,Monday,Afternoon,9,172
23.96,91.2,2.65,Tier 2,7.16,Fog,Wednesday,Afternoon,37,252
74.6,38.3,15.92,Tier 3,3.98,Rain,Saturday,Afternoon,9,184
57.09,81.4,9.62,Tier 3,9.5,Clear,Monday,Morning Peak,52,373
112.51,70.2,21.17,Tier 3,1.95,Rain,Saturday,Morning Peak,42,293
104.15,44.6,16.1,Tier 1,6.33,Clear,Thursday,Dinner Peak,21,307
116.14,46.6,16.77,Tier 2,7.64,Clear,Friday,Afternoon,5,40
102.83,33.5,0.8,Tier 1,8.66,Heavy Snow,Tuesday,Dinner Peak,24,429
51.64,74.2,12.77,Tier 1,12.66,Clear,Tuesday,Morning Peak,57,327
10.12,69.2,3.04,Tier 1,12.8,Clear,Saturday,Off-Peak,57,69
16.4,95.5,13.5,Tier 1,10.1,Heavy Snow,Sunday,Afternoon,8,352
124.74,62.2,5.97,Tier 1,4.08,Clear,Thursday,Morning Peak,42,252
125.43,47.0,19.76,Tier 3,1.81,Clear,Monday,Dinner Peak,48,188
89.42,85.6,1.65,Tier 1,5.61,Heavy Snow,Sunday,Dinner Peak,58,303
49.69,47.8,4.99,Tier 3,0.66,Fog,Saturday,Dinner Peak,21,60
75.62,29.9,11.48,Tier 2,4.81,Clear,Thursday,Morning Peak,34,407
14.61,83.8,19.42,Tier 1,2.72,Clear,Sunday,Afternoon,30,395
28.81,41.4,10.83,Tier 1,10.91,Clear,Saturday,Afternoon,54,16
61.28,34.9,10.73,Tier 3,10.92,Clear,Saturday,Dinner Peak,34,374
17.86,47.2,17.66,Tier 1,10.0,Rain,Sunday,Afternoon,55,334
41.82,56.9,10.24,Tier 2,0.83,Clear,Wednesday,Afternoon,34,268
44.76,38.3,1.13,Tier 2,12.14,Rain,Sunday,Afternoon,49,140
102.23,72.0,12.38,Tier 1,2.69,Fog,Wednesday,Afternoon,42,287
64.11,53.1,11.73,Tier 2,10.47,Clear,Friday,Afternoon,35,71
76.48,30.6,11.83,Tier 2,7.69,Clear,Thursday,Morning Peak,52,289
103.52,38.9,12.68,Tier 1,8.51,Clear,Saturday,Morning Peak,7,139
89.59,44.4,13.23,Tier 3,7.54,Rain,Saturday,Off-Peak,10,84
62.33,43.1,9.63,Tier 1,5.29,Rain,Friday,Afternoon,26,72
112.64,66.1,15.61,Tier 3,12.82,Clear,Wednesday,Dinner Peak,44,439
78.8,40.2,7.35,Tier 1,8.5,Clear,Sunday,Afternoon,16,363
25.44,29.5,9.81,Tier 1,14.87,Clear,Tuesday,Morning Peak,48,178
27.87,77.4,2.98,Tier 2,6.71,Clear,Tuesday,Morning Peak,25,13
42.31,94.9,12.2,Tier 1,10.73,Rain,Saturday,Morning Peak,37,79
38.24,75.8,18.95,Tier 3,0.67,Heavy Snow,Wednesday,Off-Peak,24,127
53.44,49.2,14.96,Tier 2,2.06,Clear,Saturday,Off-Peak,31,22
97.17,47.2,19.6,Tier 1,5.32,Rain,Monday,Morning Peak,13,441
75.39,79.6,13.95,Tier 1,11.4,Clear,Thursday,Afternoon,31,191
26.29,81.7,5.9,Tier 1,2.89,Clear,Monday,Off-Peak,18,344
106.63,73.6,16.31,Tier 1,11.65,Clear,Saturday,Morning Peak,31,492
50.01,75.1,17.91,Tier 1,16.52,Clear,Tuesday,Off-Peak,33,67
12.55,93.4,4.37,Tier 2,4.69,Clear,Friday,Morning Peak,32,484
24.69,72.2,8.95,Tier 1,2.84,Clear,Sunday,Off-Peak,32,387
15.54,28.3,18.39,Tier 2,5.69,Rain,Wednesday,Morning Peak,33,425
72.38,76.1,7.21,Tier 1,11.81,Heavy Snow,Sunday,Dinner Peak,34,297
38.07,88.7,22.14,Tier 1,3.08,Rain,Sunday,Afternoon,48,224
102.47,52.0,10.07,Tier 1,10.43,Rain,Tuesday,Morning Peak,57,217
40.71,19.3,2.14,Tier 1,1.7,Rain,Monday,Afternoon,46,210
38.03,76.1,18.78,Tier 2,3.95,Clear,Tuesday,Dinner Peak,50,357
57.15,45.3,5.1,Tier 1,10.85,Clear,Sunday,Afternoon,41,30
64.82,47.5,10.96,Tier 3,3.68,Clear,Thursday,Off-Peak,14,41
67.44,74.9,10.08,Tier 2,13.4,Rain,Thursday,Morning Peak,55,14
94.83,45.6,3.64,Tier 1,6.5,Clear,Sunday,Afternoon,15,416
85.51,60.1,8.8,Tier 1,7.13,Rain,Saturday,Morning Peak,59,231
77.76,48.6,14.09,Tier 2,15.07,Clear,Tuesday,Afternoon,23,456
77.28,70.2,2.25,Tier 3,4.29,Rain,Wednesday,Afternoon,5,152
104.06,43.5,9.31,Tier 1,13.1,Clear,Tuesday,Off-Peak,38,499
112.36,53.9,17.8,Tier 2,6.09,Clear,Monday,Morning Peak,42,302
95.12,44.4,4.69,Tier 1,4.9,Rain,Thursday,Dinner Peak,38,35
49.46,22.1,15.0,Tier 1,8.68,Clear,Sunday,Morning Peak,21,218
110.27,69.4,2.28,Tier 3,9.51,Clear,Tuesday,Afternoon,14,301
103.19,44.4,15.78,Tier 1,6.75,Clear,Saturday,Dinner Peak,25,158
85.47,20.4,17.91,Tier 2,13.29,Clear,Sunday,Morning Peak,37,409
80.17,28.2,7.84,Tier 2,0.58,Clear,Thursday,Afternoon,33,62
105.66,44.2,8.03,Tier 1,14.07,Clear,Thursday,Morning Peak,34,394
72.85,53.5,18.11,Tier 2,1.01,Clear,Tuesday,Morning Peak,29,461
112.52,67.6,20.02,Tier 1,2.04,Clear,Tuesday,Dinner Peak,31,405
104.65,93.8,7.04,Tier 2,4.88,Clear,Wednesday,Dinner Peak,35,339
68.51,90.9,4.83,Tier 1,4.06,Clear,Tuesday,Off-Peak,32,427
31.69,43.3,4.47,Tier 2,5.07,Clear,Friday,Morning Peak,51,120
31.02,50.7,9.19,Tier 1,9.16,Clear,Wednesday,Dinner Peak,1,351
14.37,18.2,12.69,Tier 2,8.2,Rain,Sunday,Dinner Peak,55,219
15.02,65.9,15.29,Tier 1,5.55,Fog,Wednesday,Off-Peak,14,465
62.61,71.9,17.84,Tier 3,12.41,Clear,Tuesday,Dinner Peak,50,308
92.69,88.1,7.44,Tier 2,14.18,Clear,Sunday,Afternoon,5,209
70.8,72.2,12.8,Tier 2,1.43,Clear,Monday,Dinner Peak,27,388
107.39,37.6,1.86,Tier 2,15.31,Clear,Saturday,Morning Peak,47,305
96.41,30.4,8.67,Tier 2,9.68,Rain,Wednesday,Dinner Peak,48,249
110.26,46.9,7.12,Tier 1,0.75,Rain,Tuesday,Off-Peak,18,309
73.62,18.9,13.77,Tier 1,11.14,Rain,Wednesday,Off-Peak,13,425
16.14,33.8,18.27,Tier 1,10.83,Heavy Snow,Friday,Afternoon,19,280
91.94,70.0,8.85,Tier 1,13.2,Clear,Sunday,Afternoon,32,263
77.11,58.0,15.14,Tier 2,0.73,Rain,Friday,Off-Peak,16,53
91.76,19.2,8.81,Tier 3,15.1,Fog,Tuesday,Dinner Peak,37,111
86.49,81.0,10.19,Tier 3,10.94,Rain,Friday,Afternoon,22,422
102.57,60.2,3.45,Tier 1,12.59,Clear,Sunday,Afternoon,25,470
106.95,70.5,6.53,Tier 2,14.88,Clear,Wednesday,Morning Peak,34,112
35.73,80.2,16.15,Tier 2,0.97,Fog,Sunday,Off-Peak,55,486
27.54,67.0,15.14,Tier 1,8.4,Heavy Snow,Tuesday,Afternoon,39,477
58.35,63.5,4.34,Tier 2,8.4,Rain,Saturday,Afternoon,50,98
100.35,38.8,11.24,Tier 2,2.5,Clear,Wednesday,Morning Peak,21,8
54.24,46.1,13.06,Tier 2,9.39,Rain,Sunday,Morning Peak,48,247
97.73,82.8,1.99,Tier 3,4.88,Clear,Saturday,Afternoon,15,307
75.74,28.2,4.61,Tier 1,10.25,Clear,Thursday,Off-Peak,55,467
17.0,70.9,3.32,Tier 1,5.05,Clear,Wednesday,Morning Peak,11,192
73.35,65.8,12.47,Tier 1,5.04,Fog,Thursday,Afternoon,6,27
94.8,13.9,3.3,Tier 1,2.86,Rain,Friday,Morning Peak,58,194
90.3,45.3,7.64,Tier 1,8.53,Clear,Saturday,Afternoon,58,244
26.41,30.9,10.26,Tier 1,3.72,Rain,Friday,Afternoon,29,456
65.21,24.0,5.44,Tier 1,10.47,Clear,Monday,Dinner Peak,16,40
27.01,22.9,0.77,Tier 1,4.16,Clear,Thursday,Dinner Peak,6,469
49.1,39.4,19.09,Tier 2,3.11,Rain,Friday,Morning Peak,42,299
34.27,30.5,15.95,Tier 1,2.82,Clear,Friday,Off-Peak,25,10
87.79,82.3,6.55,Tier 2,17.01,Rain,Saturday,Afternoon,39,74
9.89,40.6,7.24,Tier 3,7.16,Clear,Thursday,Afternoon,23,387
23.91,41.4,17.56,Tier 2,1.7,Clear,Monday,Morning Peak,53,456
52.7,38.3,7.17,Tier 3,10.37,Clear,Saturday,Afternoon,57,455
61.76,71.0,3.75,Tier 1,1.53,Clear,Sunday,Morning Peak,23,174
88.56,58.9,10.59,Tier 1,1.13,Rain,Friday,Afternoon,26,419
70.69,88.3,5.99,Tier 2,9.03,Clear,Friday,Dinner Peak,53,475
39.63,51.0,11.21,Tier 1,4.93,Clear,Tuesday,Afternoon,3,24
99.95,58.5,8.11,Tier 1,7.87,Clear,Monday,Morning Peak,1,107
44.53,50.2,11.29,Tier 1,8.83,Rain,Sunday,Morning Peak,16,353
108.42,72.3,5.83,Tier 2,8.85,Clear,Saturday,Afternoon,33,393
124.9,33.0,3.23,Tier 2,6.27,Clear,Sunday,Morning Peak,4,140
49.57,45.9,13.4,Tier 2,10.21,Clear,Sunday,Off-Peak,39,239
98.39,38.7,11.58,Tier 1,12.39,Rain,Tuesday,Afternoon,36,418
37.88,46.8,2.77,Tier 2,7.24,Clear,Saturday,Morning Peak,17,150
60.08,82.1,9.96,Tier 1,0.31,Rain,Friday,Afternoon,27,8
106.89,41.0,5.24,Tier 1,8.68,Rain,Sunday,Morning Peak,24,130
95.65,25.6,5.38,Tier 2,9.49,Clear,Sunday,Morning Peak,14,307
55.65,57.8,17.5,Tier 1,9.37,Clear,Monday,Dinner Peak,50,230
123.07,77.8,5.1,Tier 1,14.01,Rain,Monday,Dinner Peak,38,346
29.24,40.7,6.14,Tier 1,13.38,Clear,Thursday,Off-Peak,52,293
82.15,51.6,15.2,Tier 2,11.17,Clear,Saturday,Morning Peak,31,33
98.64,64.2,2.7,Tier 1,1.26,Clear,Thursday,Afternoon,29,434
27.15,44.8,5.29,Tier 1,2.59,Clear,Tuesday,Afternoon,51,363
72.31,84.4,12.7,Tier 1,13.08,Clear,Wednesday,Off-Peak,6,71
76.67,50.2,14.59,Tier 3,7.35,Rain,Monday,Off-Peak,50,292
20.84,41.0,11.14,Tier 1,1.45,Rain,Thursday,Afternoon,30,34
24.31,95.1,10.95,Tier 2,1.97,Clear,Wednesday,Afternoon,48,21
87.98,25.3,15.32,Tier 2,10.28,Clear,Monday,Dinner Peak,56,405
58.19,47.0,9.85,Tier 3,2.45,Heavy Snow,Saturday,Morning Peak,31,78
83.38,57.4,6.06,Tier 2,5.28,Clear,Wednesday,Afternoon,17,427
132.41,34.5,12.07,Tier 1,5.59,Clear,Sunday,Morning Peak,30,379
11.89,35.4,18.36,Tier 1,7.77,Clear,Sunday,Dinner Peak,17,121
67.0,44.8,3.26,Tier 1,4.39,Clear,Tuesday,Dinner Peak,50,206
83.53,30.7,12.53,Tier 2,2.95,Rain,Saturday,Off-Peak,18,496
11.9,17.2,9.5,Tier 3,8.4,Rain,Tuesday,Morning Peak,6,228
76.43,51.7,16.53,Tier 1,15.18,Heavy Snow,Monday,Dinner Peak,23,10
15.41,51.8,17.31,Tier 2,6.81,Fog,Saturday,Afternoon,18,457
29.91,41.9,3.65,Tier 2,12.35,Heavy Snow,Tuesday,Off-Peak,17,144
108.94,36.6,4.67,Tier 2,10.52,Rain,Monday,Dinner Peak,56,136
110.6,38.8,14.08,Tier 1,15.84,Clear,Monday,Morning Peak,59,380
111.37,74.4,4.54,Tier 1,5.2,Fog,Saturday,Afternoon,35,372
